AccidentID,Collision_Date,Year,Month,Weekday,Hour,Collision Type,How Collision Occurred,Injury Severity,Division,Ward,Intersection,OperatorDistracted,OperatorImpaired
1811070114,2018-11-07,2018,Nov,Wednesday,0800,Vehicle / Vehicle,Left Turn,No Injury,Midtown,3,Country Club Rd / Fort Lowell Rd,0,0
1811070133,2018-11-07,2018,Nov,Wednesday,0800,Vehicle / Vehicle,Left Turn,No Injury,Midtown,6,Columbus Bl,0,0
1811070164,2018-11-07,2018,Nov,Wednesday,0900,Vehicle / Vehicle,Left Turn,Non-Incapacitating Injury,East,2,Kolb Rd / Speedway Bl,0,0
1811089508,2018-11-07,2018,Nov,Wednesday,1600,Vehicle / Vehicle,Left Turn,No Injury,South,1,Starr Pass Bl / Santa Cruz Ln,0,0
1811070355,2018-11-07,2018,Nov,Wednesday,1400,Vehicle / Vehicle,Rear-End (Front To Back),Possible Injury,East,6,Craycroft Rd / Speedway Bl,0,0
1811070382,2018-11-07,2018,Nov,Wednesday,1400,Vehicle / Vehicle,"Sideswipe, Same Direction",No Injury,Midtown,2,Grant Rd / Craycroft Rd,1,0
1811079503,2018-11-07,2018,Nov,Wednesday,1300,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,Other Jurisdiction,Other Jurisdiction,Dodge Bl / Palo Verde Sb Ramp 2 / 36th St,0,0
1811079504,2018-11-07,2018,Nov,Wednesday,1200,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,Midtown,3,Grant Rd / Sparkman Bl,1,0
1811070144,2018-11-07,2018,Nov,Wednesday,0800,Vehicle / Vehicle,"Sideswipe, Same Direction",Non-Incapacitating Injury,South,5,President St / 6th Av,1,0
1811070419,2018-11-07,2018,Nov,Wednesday,1500,Vehicle / Vehicle,Angle (Front To Side),Possible Injury,South,5,S Mountain Av,1,0
1811070475,2018-11-07,2018,Nov,Wednesday,1700,Vehicle / Vehicle,Left Turn,No Injury,Other Jurisdiction,Other Jurisdiction,Drexel Rd,0,0
1811070513,2018-11-07,2018,Nov,Wednesday,1900,Vehicle / Vehicle,Angle (Front To Side),No Injury,West,3,Stone Av / Speedway Bl,0,0
1811089501,2018-11-07,2018,Nov,Wednesday,1100,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,East,2,Grant Rd / Tanque Verde Rd / Kolb Rd,1,0
1811089502,2018-11-07,2018,Nov,Wednesday,1700,Single Vehicle,Single Vehicle,Non-Incapacitating Injury,Other Jurisdiction,Other Jurisdiction,Kolb Rd / I10 Eb Frontage Rd,0,0
1811070205,2018-11-07,2018,Nov,Wednesday,1000,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,South,5,6th Av / Benson Hy / I10 Wb Exit 261 On Ramp,1,0
1811070376,2018-11-07,2018,Nov,Wednesday,1300,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,South,5,Wyoming St E,0,0
1811070429,2018-11-07,2018,Nov,Wednesday,1600,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,East,4,Irvington Rd / Houghton Rd,1,0
1811070431,2018-11-07,2018,Nov,Wednesday,1600,Vehicle / Vehicle,Left Turn,Non-Incapacitating Injury,East,2,Avenida Regulo / Mann Av / Golf Links Rd,0,0
1811070486,2018-11-07,2018,Nov,Wednesday,1700,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,South,5,Valencia Rd / Park Av,1,0
1811070173,2018-11-07,2018,Nov,Wednesday,0900,Vehicle / Vehicle,Angle (Front To Side),Non-Incapacitating Injury,East,2,Wilmot Rd / 29th St,1,0
1811070407,2018-11-07,2018,Nov,Wednesday,1400,Vehicle / Bicycle,Other,Non-Incapacitating Injury,Midtown,6,Swan Rd / Speedway Bl,1,0
1811070070,2018-11-07,2018,Nov,Wednesday,0400,Single Vehicle,Single Vehicle,Unknown Injury,East,4,Golf Links Rd / Harrison Rd,1,0
1811070297,2018-11-07,2018,Nov,Wednesday,1200,Vehicle / Pedestrian,Other,Non-Incapacitating Injury,Midtown,6,Speedway Bl / Alvernon Wy,1,0
1811070406,2018-11-07,2018,Nov,Wednesday,1500,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,South,5,Campbell Av / Drexel Rd,0,0
1811080116,2018-11-08,2018,Nov,Thursday,0700,Vehicle / Vehicle,Angle (Front To Side),Incapacitating Injury,East,4,Pantano Pw / Estes Ln,0,0
1811080190,2018-11-08,2018,Nov,Thursday,1000,Vehicle / Vehicle,Rear-End (Front To Back),Possible Injury,Midtown,5,Broadway Bl / Norris Av,0,0
1811080252,2018-11-08,2018,Nov,Thursday,1100,Vehicle / Vehicle,Angle (Front To Side),No Injury,Midtown,6,Linden St,0,0
1811080610,2018-11-08,2018,Nov,Thursday,1900,Vehicle / Vehicle,Rear-End (Front To Back),Possible Injury,East,4,Golf Links Rd / Houghton Rd,0,0
1811080209,2018-11-08,2018,Nov,Thursday,1300,Vehicle / Vehicle,Left Turn,No Injury,Midtown,6,Alvernon Wy / Broadway Bl,1,0
1811080363,2018-11-08,2018,Nov,Thursday,1400,Vehicle / Vehicle,Left Turn,Non-Incapacitating Injury,East,6,Sahuara Av / 22nd St,0,0
1811080495,2018-11-08,2018,Nov,Thursday,1600,Vehicle / Pedestrian,Other,Possible Injury,West,1,Congress St / Church Av,1,0
1811080433,2018-11-08,2018,Nov,Thursday,1500,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,South,5,Ajo Wy / Park Av,0,0
1811080291,2018-11-08,2018,Nov,Thursday,1100,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,East,4,Old Vail Rd / Rita Rd,1,0
1811080522,2018-11-08,2018,Nov,Thursday,1700,Vehicle / Vehicle,Left Turn,No Injury,South,1,Valencia Rd / Sandpiper Av,1,0
1811080123,2018-11-08,2018,Nov,Thursday,0700,Vehicle / Vehicle,Rear-End (Front To Back),Incapacitating Injury,West,1,Granada Av / Saint Marys Rd,0,0
1811080451,2018-11-08,2018,Nov,Thursday,1500,Vehicle / Vehicle,"Sideswipe, Same Direction",No Injury,West,3,Oracle Rd / Flores St,1,0
1811080482,2018-11-08,2018,Nov,Thursday,1600,Vehicle / Vehicle,Left Turn,Possible Injury,South,5,Palo Verde Rd / Brosius Av / Valencia Rd,0,0
1811089507,2018-11-08,2018,Nov,Thursday,1500,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,West,3,Oracle Rd / Kelso St,0,0
1811080248,2018-11-08,2018,Nov,Thursday,1100,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,West,3,Oracle Rd / Fort Lowell Rd,1,0
1811080269,2018-11-08,2018,Nov,Thursday,1100,Vehicle / Vehicle,Rear-End (Front To Back),Non-Incapacitating Injury,Midtown,4,Kolb Rd / Escalante Rd,1,0
1811080519,2018-11-08,2018,Nov,Thursday,1700,Single Vehicle,Single Vehicle,No Injury,Other Jurisdiction,Other Jurisdiction,Harrison Rd,1,0
1811089500,2018-11-08,2018,Nov,Thursday,0800,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,Midtown,6,6th St / Tucson Bl,1,0
1811080568,2018-11-08,2018,Nov,Thursday,1800,Vehicle / Vehicle,Angle (Front To Side),Non-Incapacitating Injury,South,5,S 6th Ave,1,0
1811080585,2018-11-08,2018,Nov,Thursday,1800,Vehicle / Vehicle,Left Turn,Non-Incapacitating Injury,East,2,Grant Rd / Tanque Verde Rd / Kolb Rd,0,0
1811090398,2018-11-09,2018,Nov,Friday,0400,Vehicle / Vehicle,"Sideswipe, Same Direction",Unknown Injury,Midtown,3,E Presidio Rd,1,0
1811090415,2018-11-09,2018,Nov,Friday,1400,Vehicle / Vehicle,Rear-End (Front To Back),Possible Injury,Midtown,3,Flower St / Country Club Rd,1,0
1811090534,2018-11-09,2018,Nov,Friday,1700,Vehicle / Pedestrian,Other,Fatal Injury,West,1,Grande Av / Speedway Bl,1,0
1811090538,2018-11-09,2018,Nov,Friday,1700,Vehicle / Vehicle,Left Turn,Non-Incapacitating Injury,East,2,Pantano Rd / Uhl St,0,0
1811090555,2018-11-09,2018,Nov,Friday,1800,Vehicle / Vehicle,Left Turn,Possible Injury,South,1,Mission Rd / 36th St,1,0
1811090341,2018-11-09,2018,Nov,Friday,1300,Vehicle / Vehicle,Left Turn,No Injury,Midtown,4,Kolb Rd / Escalante Rd,0,1
1811090599,2018-11-09,2018,Nov,Friday,1900,Vehicle / Pedestrian,Other,Incapacitating Injury,East,2,22nd St / Prudence Rd,1,0
1811090127,2018-11-09,2018,Nov,Friday,0700,Vehicle / Vehicle,Left Turn,No Injury,South,5,Pennsylvania Dr / 6th Av,0,0
1811090533,2018-11-09,2018,Nov,Friday,1700,Vehicle / Vehicle,"Sideswipe, Same Direction",No Injury,South,5,Campbell Av / 36th St,1,0
1811090562,2018-11-09,2018,Nov,Friday,1800,Vehicle / Vehicle,Rear-End (Front To Back),Non-Incapacitating Injury,Midtown,6,Hawthorne St / Craycroft Rd,0,0
1811090582,2018-11-09,2018,Nov,Friday,1800,Vehicle / Vehicle,Left Turn,Possible Injury,South,5,Valencia Rd / Tucson Bl,1,0
1811090263,2018-11-09,2018,Nov,Friday,1200,Single Vehicle,Single Vehicle,No Injury,East,2,Baker Dr E,0,0
1811090642,2018-11-09,2018,Nov,Friday,2100,Vehicle / Vehicle,Left Turn,No Injury,West,3,Oracle Rd / Wetmore Rd,0,0
1811090712,2018-11-09,2018,Nov,Friday,2200,Vehicle / Vehicle,Left Turn,Non-Incapacitating Injury,West,3,Oracle Rd / Wetmore Rd,0,0
1811090357,2018-11-09,2018,Nov,Friday,1400,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,Midtown,4,Kolb Rd / Escalante Rd,1,0
1811090554,2018-11-09,2018,Nov,Friday,1700,Vehicle / Vehicle,Left Turn,No Injury,East,2,Broadway Bl / Houghton Rd,1,0
1811090098,2018-11-09,2018,Nov,Friday,0400,Vehicle / Vehicle,Angle (Front To Side),No Injury,South,5,Alvernon Wy / Drexel Rd,1,0
1811090451,2018-11-09,2018,Nov,Friday,1500,Vehicle / Vehicle,Left Turn,No Injury,South,1,Ajo Wy / Mission Rd,0,0
1811090459,2018-11-09,2018,Nov,Friday,1500,Vehicle / Vehicle,Left Turn,No Injury,West,6,4th Av / Speedway Bl,0,0
1811090694,2018-11-09,2018,Nov,Friday,2200,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,West,3,Fort Lowell Rd / 1st Av,1,0
1811090117,2018-11-09,2018,Nov,Friday,0700,Vehicle / Vehicle,Angle (Front To Side),Possible Injury,Midtown,5,23rd St E,0,0
1811090212,2018-11-09,2018,Nov,Friday,0800,Vehicle / Vehicle,Left Turn,No Injury,West,3,El Camino Del Cerro / Unnamed,0,0
1811090241,2018-11-09,2018,Nov,Friday,1200,Vehicle / Vehicle,Left Turn,No Injury,West,6,12th St / 4th Av,1,0
1811090606,2018-11-09,2018,Nov,Friday,1800,Vehicle / Vehicle,Left Turn,No Injury,Midtown,3,Blacklidge Dr / Campbell Av,1,0
1811090641,2018-11-09,2018,Nov,Friday,2000,Vehicle / Vehicle,Left Turn,No Injury,West,6,Broadway Bl / 6th Av,0,1
1811090663,2018-11-09,2018,Nov,Friday,2100,Vehicle / Vehicle,Left Turn,Non-Incapacitating Injury,South,1,Nogales Hy / Valencia Rd,1,0
1811100330,2018-11-10,2018,Nov,Saturday,1300,Vehicle / Vehicle,Left Turn,No Injury,East,2,Duke Dr / 22nd St,0,0
1811129501,2018-11-10,2018,Nov,Saturday,1700,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,Midtown,6,Broadway Bl / Arcadia Av,1,0
1811100498,2018-11-10,2018,Nov,Saturday,2000,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,South,1,Ajo Wy / 16th Av,1,0
1811100586,2018-11-10,2018,Nov,Saturday,2300,Single Vehicle,Single Vehicle,Non-Incapacitating Injury,East,2,Harborage Dr / Old Spanish Tr,0,0
1811100233,2018-11-10,2018,Nov,Saturday,0900,Vehicle / Pedestrian,Other,Non-Incapacitating Injury,Midtown,6,Speedway Bl / Howard Bl,1,0
1811100335,2018-11-10,2018,Nov,Saturday,1400,Vehicle / Motorcycle,Left Turn,Incapacitating Injury,West,3,Stone Av / Roger Rd,0,0
1811109502,2018-11-10,2018,Nov,Saturday,1300,Vehicle / Vehicle,Angle (Front To Side),No Injury,Midtown,6,S Columbus Bl,1,0
1811100317,2018-11-10,2018,Nov,Saturday,1300,Vehicle / Vehicle,Angle (Front To Side),No Injury,South,1,Midvale Park Rd / Valencia Rd,1,0
1811100512,2018-11-10,2018,Nov,Saturday,2000,Single Vehicle,Single Vehicle,Non-Incapacitating Injury,Midtown,5,Aviation Pw / 22nd St Wb Off Ramp,1,1
1811100274,2018-11-10,2018,Nov,Saturday,1100,Vehicle / Vehicle,Rear-End (Front To Back),Non-Incapacitating Injury,West,1,6th St / Church Av,0,0
1811100286,2018-11-10,2018,Nov,Saturday,1200,Vehicle / Vehicle,Angle (Front To Side),Possible Injury,East,6,Park Place Dr / Chantilly Dr / Broadway Bl,0,0
1811110001,2018-11-10,2018,Nov,Saturday,2300,Single Vehicle,Single Vehicle,No Injury,Midtown,2,Craycroft Rd / Sutler Ln,0,0
1811110012,2018-11-10,2018,Nov,Saturday,2300,Single Vehicle,Single Vehicle,Fatal Injury,West,3,Samantha Grove Dr / River Rd,1,0
1811110394,2018-11-11,2018,Nov,Sunday,1800,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,Midtown,6,Pima St / Alvernon Wy,1,1
1811110059,2018-11-11,2018,Nov,Sunday,0100,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,South,1,12th Av / Drexel Rd,1,1
1811110463,2018-11-11,2018,Nov,Sunday,2000,Vehicle / Vehicle,Left Turn,Non-Incapacitating Injury,East,2,Pantano Rd / Speedway Bl,0,0
1811110442,2018-11-11,2018,Nov,Sunday,2100,Single Vehicle,Single Vehicle,No Injury,West,3,Fairview Av N,1,1
1811110399,2018-11-11,2018,Nov,Sunday,1800,Vehicle / Vehicle,Angle (Front To Side),Possible Injury,West,1,Speedway Bl / I10 Frontage Rd / Freeway,1,0
1811110083,2018-11-11,2018,Nov,Sunday,0300,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,West,1,Speedway Bl / I10 Frontage Rd / Freeway,0,1
1811110259,2018-11-11,2018,Nov,Sunday,1300,Vehicle / Vehicle,Left Turn,No Injury,East,2,22nd St / Wilmot Rd,1,0
1811110502,2018-11-11,2018,Nov,Sunday,2100,Vehicle / Vehicle,Angle (Front To Side),No Injury,South,1,Midvale Park Rd / Valencia Rd,1,0
1811110251,2018-11-11,2018,Nov,Sunday,1300,Vehicle / Vehicle,Left Turn,No Injury,Midtown,6,Campbell Av / Elm St,0,0
1811110470,2018-11-11,2018,Nov,Sunday,2100,Vehicle / Vehicle,Angle (Front To Side),Non-Incapacitating Injury,Midtown,6,N Mountain View Av,1,0
1811110392,2018-11-11,2018,Nov,Sunday,1800,Vehicle / Pedestrian,Other,Non-Incapacitating Injury,South,5,6th Av / Aviation Dr,1,0
1811120004,2018-11-11,2018,Nov,Sunday,2300,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,South,5,Ajo Wy / Park Av,1,0
1811110120,2018-11-11,2018,Nov,Sunday,0500,Single Vehicle,Single Vehicle,No Injury,South,5,Calle Arroyo Lindo,1,0
1811110202,2018-11-11,2018,Nov,Sunday,1000,Vehicle / Pedestrian,Other,Non-Incapacitating Injury,South,1,Irvington Rd / I19 Nb Exit 98 On Ramp / I19 Nb Exit 98 Off Ramp,1,0
1811110321,2018-11-11,2018,Nov,Sunday,1100,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,West,3,Oracle Rd / Fort Lowell Rd,1,0
1811120362,2018-11-12,2018,Nov,Monday,1500,Vehicle / Vehicle,Rear-End (Front To Back),Possible Injury,Midtown,4,29th St / Rosemont Av,1,0
1811120376,2018-11-12,2018,Nov,Monday,1500,Vehicle / Vehicle,"Sideswipe, Same Direction",No Injury,Midtown,6,Grant Rd / Mountain View Av,0,0
1811120418,2018-11-12,2018,Nov,Monday,1700,Single Vehicle,Single Vehicle,Non-Incapacitating Injury,West,1,W Hualpai Rd,1,0
1811120466,2018-11-12,2018,Nov,Monday,1900,Vehicle / Vehicle,Angle (Front To Side),Possible Injury,South,1,Midvale Park Rd / Valencia Rd,1,0
1811120301,2018-11-12,2018,Nov,Monday,1300,Vehicle / Vehicle,Left Turn,No Injury,West,6,Congress St,0,0
1811120406,2018-11-12,2018,Nov,Monday,1700,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,Midtown,5,Alvernon Wy / 22nd St,1,0
1811129500,2018-11-12,2018,Nov,Monday,1100,Vehicle / Vehicle,"Sideswipe, Same Direction",No Injury,South,1,Midvale Park Rd / Valencia Rd,0,0
1811120228,2018-11-12,2018,Nov,Monday,1100,Vehicle / Motorcycle,Rear-End (Front To Back),Non-Incapacitating Injury,East,2,Kingston Dr / Kolb Rd,0,0
1811130109,2018-11-13,2018,Nov,Tuesday,0700,Vehicle / Vehicle,Angle (Front To Side),Possible Injury,Midtown,6,Richey Bl,0,0
1811130251,2018-11-13,2018,Nov,Tuesday,1000,Vehicle / Vehicle,Angle (Front To Side),No Injury,West,6,N Mountain Ave,0,0
1811130360,2018-11-13,2018,Nov,Tuesday,1300,Vehicle / Vehicle,Angle (Front To Side),Non-Incapacitating Injury,South,1,Utah St W,0,0
1811130431,2018-11-13,2018,Nov,Tuesday,1600,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,Midtown,2,Water St / Swan Rd / San Carlos Pl,1,0
1811130432,2018-11-13,2018,Nov,Tuesday,1600,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,Midtown,4,Golf Links Rd / Swan Rd,1,0
1811130158,2018-11-13,2018,Nov,Tuesday,0700,Vehicle / Vehicle,Angle (Front To Side),No Injury,West,1,Cherokee Av / Saint Marys Rd,1,0
1811130241,2018-11-13,2018,Nov,Tuesday,1000,Single Vehicle,Single Vehicle,No Injury,West,6,Speedway Bl / 6th Av,0,0
1811130397,2018-11-13,2018,Nov,Tuesday,1400,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,West,6,Speedway Bl / Cherry Av,0,0
1811130507,2018-11-13,2018,Nov,Tuesday,1900,Vehicle / Vehicle,Angle (Front To Side),Possible Injury,Midtown,4,Kolb Rd / Escalante Rd,0,0
1811130091,2018-11-13,2018,Nov,Tuesday,0600,Vehicle / Bicycle,Other,Non-Incapacitating Injury,South,5,Benson Hy E,0,0
1811130103,2018-11-13,2018,Nov,Tuesday,0700,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,South,1,Midvale Park Rd / Irvington Rd,0,0
1811130338,2018-11-13,2018,Nov,Tuesday,1300,Vehicle / Vehicle,Angle (Front To Side),No Injury,East,2,Pantano Rd / Broadway Bl,1,0
1811130162,2018-11-13,2018,Nov,Tuesday,0900,Vehicle / Vehicle,Left Turn,No Injury,West,3,Oracle Rd / Wetmore Rd,0,0
1811130096,2018-11-13,2018,Nov,Tuesday,0600,Vehicle / Vehicle,Rear-End (Front To Back),Incapacitating Injury,East,2,Grant Rd / Sunny Dr,1,0
1811130467,2018-11-13,2018,Nov,Tuesday,1600,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,East,4,Poinciana Dr / Escalante Rd,1,0
1811130496,2018-11-13,2018,Nov,Tuesday,1800,Vehicle / Vehicle,Left Turn,No Injury,West,3,Mountain Av / Grant Rd,0,0
1811130437,2018-11-13,2018,Nov,Tuesday,1600,Vehicle / Vehicle,Left Turn,Non-Incapacitating Injury,Midtown,4,Kolb Rd / Escalante Rd,1,0
1811130474,2018-11-13,2018,Nov,Tuesday,1800,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,East,4,Lakeside Dr / Kolb Rd,0,0
1811130169,2018-11-13,2018,Nov,Tuesday,0800,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,Midtown,4,Golf Links Rd / Swan Rd,1,0
1811130292,2018-11-13,2018,Nov,Tuesday,1200,Vehicle / Vehicle,Left Turn,No Injury,Midtown,6,Treat Av,0,0
1811130393,2018-11-13,2018,Nov,Tuesday,1500,Vehicle / Vehicle,Angle (Front To Side),No Injury,West,1,W Saint Marys Rd,1,0
1811130420,2018-11-13,2018,Nov,Tuesday,1500,Vehicle / Vehicle,Angle (Front To Side),Non-Incapacitating Injury,West,6,6th St / Park Av,0,0
1811130473,2018-11-13,2018,Nov,Tuesday,1700,Single Vehicle,Single Vehicle,Unknown Injury,East,6,Wilmot Rd / 20th St,1,0
1811140309,2018-11-14,2018,Nov,Wednesday,1200,Vehicle / Vehicle,"Sideswipe, Same Direction",No Injury,Midtown,3,Grant Rd / Country Club Rd,1,0
1811140525,2018-11-14,2018,Nov,Wednesday,1800,Vehicle / Vehicle,Rear-End (Front To Back),Possible Injury,South,5,Irvington Rd / Fremont Av,0,0
1811140533,2018-11-14,2018,Nov,Wednesday,1900,Vehicle / Pedestrian,Other,Non-Incapacitating Injury,West,3,1st Av / Prince Rd,1,0
1811140357,2018-11-14,2018,Nov,Wednesday,1300,Vehicle / Bicycle,Other,Non-Incapacitating Injury,South,5,Park Av / 22nd St,0,0
1811140459,2018-11-14,2018,Nov,Wednesday,1600,Vehicle / Vehicle,Left Turn,No Injury,South,5,Tyndall Av / 22nd St,0,0
1811140100,2018-11-14,2018,Nov,Wednesday,0700,Single Vehicle,Single Vehicle,No Injury,West,3,Main Av / Mabel St,0,0
1811140539,2018-11-14,2018,Nov,Wednesday,1900,Vehicle / Vehicle,Left Turn,No Injury,West,3,Pastime Rd / 1st Av,1,0
1811140130,2018-11-14,2018,Nov,Wednesday,0800,Vehicle / Vehicle,Angle (Front To Side),Non-Incapacitating Injury,West,1,Silverbell Rd / Calle Campana De Plata,1,0
1811140423,2018-11-14,2018,Nov,Wednesday,1500,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,South,1,Valencia Rd / Calle Santa Cruz / I19 Frontage Rd,1,0
1811140492,2018-11-14,2018,Nov,Wednesday,1800,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,West,3,Flowing Wells Rd / Mohave Rd,1,0
1811140557,2018-11-14,2018,Nov,Wednesday,1900,Vehicle / Vehicle,Head-On (Front To Front),Possible Injury,South,1,S Mission Rd,1,1
1811140225,2018-11-14,2018,Nov,Wednesday,1100,Vehicle / Vehicle,Other,No Injury,West,1,W Congress St,0,0
1811140441,2018-11-14,2018,Nov,Wednesday,1600,Vehicle / Vehicle,Angle (Front To Side),No Injury,Midtown,6,Craycroft Rd / Broadway Bl,0,0
1811149506,2018-11-14,2018,Nov,Wednesday,1500,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,West,3,Navajo Rd / 1st Av,1,0
1811140273,2018-11-14,2018,Nov,Wednesday,1100,Vehicle / Vehicle,Rear-End (Front To Back),Possible Injury,Midtown,2,Camp Lowell Dr / Swan Rd,1,0
1811140537,2018-11-14,2018,Nov,Wednesday,1900,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,West,6,Euclid Av / Mabel St,0,0
1811140400,2018-11-14,2018,Nov,Wednesday,1500,Vehicle / Bicycle,Other,Incapacitating Injury,West,3,Romero Rd N,1,0
1811159500,2018-11-14,2018,Nov,Wednesday,1400,Vehicle / Vehicle,Left Turn,No Injury,Midtown,3,Tucson Bl / Fort Lowell Rd,1,0
1811140115,2018-11-14,2018,Nov,Wednesday,0700,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,Midtown,6,Alvernon Wy / Monte Vista Dr,0,0
1811140224,2018-11-14,2018,Nov,Wednesday,1000,Vehicle / Vehicle,Angle (Front To Side),No Injury,Midtown,2,Craycroft Rd / Fort Lowell Rd,0,0
1811140500,2018-11-14,2018,Nov,Wednesday,1800,Single Vehicle,Single Vehicle,Non-Incapacitating Injury,East,6,Pima St / Rook Av,1,0
1811150319,2018-11-15,2018,Nov,Thursday,1200,Vehicle / Vehicle,"Sideswipe, Same Direction",No Injury,East,4,Houghton Rd / Drexel Rd,1,0
1811150387,2018-11-15,2018,Nov,Thursday,1400,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,South,5,Ajo Wy / 12th Av,1,0
1811150406,2018-11-15,2018,Nov,Thursday,1400,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,South,5,22nd St / 11th Av,0,0
1811150472,2018-11-15,2018,Nov,Thursday,1600,Vehicle / Vehicle,Left Turn,No Injury,West,3,Wetmore Rd / Fairview Av / Auto Mall Dr,0,0
1811150529,2018-11-15,2018,Nov,Thursday,1800,Vehicle / Vehicle,Left Turn,No Injury,South,1,Midvale Park Rd / Drexel Rd,1,0
1811150101,2018-11-15,2018,Nov,Thursday,0500,Vehicle / Vehicle,Left Turn,No Injury,South,5,Nogales Hy / Drexel Rd,0,0
1811150257,2018-11-15,2018,Nov,Thursday,1100,Vehicle / Vehicle,Left Turn,Non-Incapacitating Injury,East,2,Wilmot Rd / Golf Links Rd,0,0
1811150051,2018-11-15,2018,Nov,Thursday,0200,Single Vehicle,Single Vehicle,Unknown Injury,Midtown,6,Swan Rd / 16th St,1,0
1811150167,2018-11-15,2018,Nov,Thursday,0800,Vehicle / Vehicle,Rear-End (Front To Back),Non-Incapacitating Injury,Midtown,3,Fort Lowell Rd / Sycamore Av,1,0
1811150442,2018-11-15,2018,Nov,Thursday,1500,Vehicle / Vehicle,Left Turn,No Injury,Midtown,4,29th St / Craycroft Rd,0,0
1811150474,2018-11-15,2018,Nov,Thursday,1500,Vehicle / Vehicle,Left Turn,Non-Incapacitating Injury,West,3,Prince Rd / I10 Frontage Rd / Freeway,0,0
1811150518,2018-11-15,2018,Nov,Thursday,1700,Vehicle / Vehicle,Rear-End (Front To Back),Incapacitating Injury,South,5,2nd Av / 22nd St,1,0
1811150533,2018-11-15,2018,Nov,Thursday,1800,Vehicle / Vehicle,Rear-End (Front To Back),Possible Injury,Midtown,6,Alvernon Wy / Lee St,1,0
1811150628,2018-11-15,2018,Nov,Thursday,2100,Vehicle / Pedestrian,Other,Non-Incapacitating Injury,Midtown,6,Pima St E,1,1
1811150122,2018-11-15,2018,Nov,Thursday,0600,Vehicle / Vehicle,Left Turn,Incapacitating Injury,East,2,Kolb Rd / Speedway Bl,0,0
1811150231,2018-11-15,2018,Nov,Thursday,1000,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,West,1,I10 Frontage Rd / Grant Rd,1,0
1811150361,2018-11-15,2018,Nov,Thursday,1300,Vehicle / Vehicle,Left Turn,Non-Incapacitating Injury,East,4,Rita Rd / Esmond Lp / Rankin Lp,0,0
1811150462,2018-11-15,2018,Nov,Thursday,1500,Vehicle / Vehicle,Rear-End (Front To Back),Non-Incapacitating Injury,West,3,Mountain Av / Grant Rd,0,0
1811150338,2018-11-15,2018,Nov,Thursday,1200,Single Vehicle,Single Vehicle,No Injury,Midtown,6,E Glenn St,1,0
1811150486,2018-11-15,2018,Nov,Thursday,1600,Vehicle / Vehicle,Angle (Front To Side),Non-Incapacitating Injury,South,5,Palo Verde Rd / Hemisphere Lp,1,0
1811160508,2018-11-16,2018,Nov,Friday,1900,Vehicle / Vehicle,Angle (Front To Side),No Injury,Midtown,6,Grant Rd / Belvedere Av,1,0
1811160068,2018-11-16,2018,Nov,Friday,0600,Vehicle / Bicycle,Left Turn,Incapacitating Injury,West,3,W Grant Rd W,0,0
1811160372,2018-11-16,2018,Nov,Friday,1500,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,South,1,Nogales Hy / Valencia Rd,1,0
1811160405,2018-11-16,2018,Nov,Friday,1600,Single Vehicle,Single Vehicle,No Injury,East,4,Rita Rd / Houghton Rd / Rita Ranch Rd,0,0
